id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,tempat_umum,jumlah_tempat_umum,satuan,tahun
215,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TEMPAT IBADAH,2923,UNIT,2019
216,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PASAR,43,UNIT,2019
217,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SD,951,UNIT,2019
218,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMP,251,UNIT,2019
219,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMA,152,UNIT,2019
220,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PUSKESMAS,62,UNIT,2019
221,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH SAKIT,8,UNIT,2019
222,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HOTEL BINTANG,0,UNIT,2019
223,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HOTEL NON BINTANG,0,UNIT,2019
224,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TEMPAT IBADAH,2273,UNIT,2019
225,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PASAR,8,UNIT,2019
226,32,JAWA BARAT,3205,KABUPATEN GARUT,SD,1234,UNIT,2019
227,32,JAWA BARAT,3205,KABUPATEN GARUT,SMP,352,UNIT,2019
228,32,JAWA BARAT,3205,KABUPATEN GARUT,SMA,188,UNIT,2019
229,32,JAWA BARAT,3205,KABUPATEN GARUT,PUSKESMAS,65,UNIT,2019
230,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH SAKIT,6,UNIT,2019
231,32,JAWA BARAT,3205,KABUPATEN GARUT,HOTEL BINTANG,0,UNIT,2019
232,32,JAWA BARAT,3205,KABUPATEN GARUT,HOTEL NON BINTANG,0,UNIT,2019
233,32,JAWA BARAT,3205,KABUPATEN GARUT,TEMPAT IBADAH,0,UNIT,2019
234,32,JAWA BARAT,3205,KABUPATEN GARUT,PASAR,0,UNIT,2019
235,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SD,803,UNIT,2019
236,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMP,235,UNIT,2019
237,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMA,146,UNIT,2019
238,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PUSKESMAS,40,UNIT,2019
239,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT,2,UNIT,2019
240,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HOTEL BINTANG,0,UNIT,2019
241,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HOTEL NON BINTANG,0,UNIT,2019
242,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TEMPAT IBADAH,1047,UNIT,2019
243,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PASAR,2,UNIT,2019
244,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SD,635,UNIT,2019
245,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMP,130,UNIT,2019
246,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMA,80,UNIT,2019
247,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PUSKESMAS,37,UNIT,2019
248,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT,5,UNIT,2019
249,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HOTEL BINTANG,0,UNIT,2019
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HOTEL NON BINTANG,0,UNIT,2019
251,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TEMPAT IBADAH,2027,UNIT,2019
252,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PASAR,18,UNIT,2019
253,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SD,492,UNIT,2019
254,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMP,74,UNIT,2019
255,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMA,50,UNIT,2019
256,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PUSKESMAS,37,UNIT,2019
257,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT,9,UNIT,2019
258,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HOTEL BINTANG,0,UNIT,2019
259,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HOTEL NON BINTANG,0,UNIT,2019
260,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TEMPAT IBADAH,504,UNIT,2019
261,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PASAR,11,UNIT,2019
262,32,JAWA BARAT,3209,KABUPATEN CIREBON,SD,733,UNIT,2019
263,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMP,183,UNIT,2019
264,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMA,109,UNIT,2019
265,32,JAWA BARAT,3209,KABUPATEN CIREBON,PUSKESMAS,54,UNIT,2019
266,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT,6,UNIT,2019
267,32,JAWA BARAT,3209,KABUPATEN CIREBON,HOTEL BINTANG,0,UNIT,2019
268,32,JAWA BARAT,3209,KABUPATEN CIREBON,HOTEL NON BINTANG,0,UNIT,2019
269,32,JAWA BARAT,3209,KABUPATEN CIREBON,TEMPAT IBADAH,1833,UNIT,2019
270,32,JAWA BARAT,3209,KABUPATEN CIREBON,PASAR,194,UNIT,2019
271,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SD,552,UNIT,2019
272,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMP,132,UNIT,2019
273,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMA,78,UNIT,2019
274,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PUSKESMAS,32,UNIT,2019
275,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT,3,UNIT,2019
276,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HOTEL BINTANG,0,UNIT,2019
277,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HOTEL NON BINTANG,0,UNIT,2019
278,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TEMPAT IBADAH,462,UNIT,2019
279,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PASAR,11,UNIT,2019
280,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SD,466,UNIT,2019
281,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMP,111,UNIT,2019
282,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMA,74,UNIT,2019
283,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PUSKESMAS,35,UNIT,2019
284,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT,3,UNIT,2019
285,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HOTEL BINTANG,0,UNIT,2019
286,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HOTEL NON BINTANG,0,UNIT,2019
287,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TEMPAT IBADAH,1672,UNIT,2019
288,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PASAR,8,UNIT,2019
289,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SD,683,UNIT,2019
290,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMP,158,UNIT,2019
291,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMA,93,UNIT,2019
292,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PUSKESMAS,62,UNIT,2019
293,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT,7,UNIT,2019
294,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HOTEL BINTANG,0,UNIT,2019
295,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HOTEL NON BINTANG,0,UNIT,2019
296,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TEMPAT IBADAH,833,UNIT,2019
297,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PASAR,11,UNIT,2019
298,32,JAWA BARAT,3213,KABUPATEN SUBANG,SD,819,UNIT,2019
299,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMP,158,UNIT,2019
300,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMA,0,UNIT,2019
301,32,JAWA BARAT,3213,KABUPATEN SUBANG,PUSKESMAS,40,UNIT,2019
302,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT,70,UNIT,2019
303,32,JAWA BARAT,3213,KABUPATEN SUBANG,HOTEL BINTANG,0,UNIT,2019
304,32,JAWA BARAT,3213,KABUPATEN SUBANG,HOTEL NON BINTANG,0,UNIT,2019
305,32,JAWA BARAT,3213,KABUPATEN SUBANG,TEMPAT IBADAH,5,UNIT,2019
306,32,JAWA BARAT,3213,KABUPATEN SUBANG,PASAR,16,UNIT,2019
307,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SD,328,UNIT,2019
308,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMP,97,UNIT,2019
309,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMA,63,UNIT,2019
310,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PUSKESMAS,20,UNIT,2019
311,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT,10,UNIT,2019
312,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HOTEL BINTANG,0,UNIT,2019
313,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HOTEL NON BINTANG,0,UNIT,2019
314,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TEMPAT IBADAH,515,UNIT,2019
315,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PASAR,15,UNIT,2019
316,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SD,586,UNIT,2019
317,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMP,139,UNIT,2019
318,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMA,129,UNIT,2019
319,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PUSKESMAS,68,UNIT,2019
320,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT,23,UNIT,2019
321,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HOTEL BINTANG,0,UNIT,2019
322,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HOTEL NON BINTANG,0,UNIT,2019
323,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TEMPAT IBADAH,2120,UNIT,2019
324,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PASAR,13,UNIT,2019
325,32,JAWA BARAT,3216,KABUPATEN BEKASI,SD,757,UNIT,2019
326,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMP,283,UNIT,2019
327,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMA,197,UNIT,2019
328,32,JAWA BARAT,3216,KABUPATEN BEKASI,PUSKESMAS,48,UNIT,2019
329,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT,42,UNIT,2019
330,32,JAWA BARAT,3216,KABUPATEN BEKASI,HOTEL BINTANG,0,UNIT,2019
331,32,JAWA BARAT,3216,KABUPATEN BEKASI,HOTEL NON BINTANG,0,UNIT,2019
332,32,JAWA BARAT,3216,KABUPATEN BEKASI,TEMPAT IBADAH,2163,UNIT,2019
333,32,JAWA BARAT,3216,KABUPATEN BEKASI,PASAR,27,UNIT,2019
334,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SD,550,UNIT,2019
335,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMP,184,UNIT,2019
336,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMA,124,UNIT,2019
337,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PUSKESMAS,37,UNIT,2019
338,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT,6,UNIT,2019
339,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HOTEL BINTANG,0,UNIT,2019
340,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HOTEL NON BINTANG,0,UNIT,2019
341,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TEMPAT IBADAH,1581,UNIT,2019
342,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PASAR,12,UNIT,2019
343,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SD,267,UNIT,2019
344,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMP,64,UNIT,2019
345,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMA,37,UNIT,2019
346,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PUSKESMAS,15,UNIT,2019
347,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT,0,UNIT,2019
348,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HOTEL BINTANG,0,UNIT,2019
349,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HOTEL NON BINTANG,0,UNIT,2019
350,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TEMPAT IBADAH,0,UNIT,2019
351,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PASAR,0,UNIT,2019
352,32,JAWA BARAT,3271,KOTA BOGOR,SD,252,UNIT,2019
353,32,JAWA BARAT,3271,KOTA BOGOR,SMP,99,UNIT,2019
354,32,JAWA BARAT,3271,KOTA BOGOR,SMA,107,UNIT,2019
355,32,JAWA BARAT,3271,KOTA BOGOR,PUSKESMAS,48,UNIT,2019
356,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT,19,UNIT,2019
357,32,JAWA BARAT,3271,KOTA BOGOR,HOTEL BINTANG,0,UNIT,2019
358,32,JAWA BARAT,3271,KOTA BOGOR,HOTEL NON BINTANG,0,UNIT,2019
359,32,JAWA BARAT,3271,KOTA BOGOR,TEMPAT IBADAH,684,UNIT,2019
360,32,JAWA BARAT,3271,KOTA BOGOR,PASAR,3,UNIT,2019
361,32,JAWA BARAT,3272,KOTA SUKABUMI,SD,125,UNIT,2019
362,32,JAWA BARAT,3272,KOTA SUKABUMI,SMP,31,UNIT,2019
363,32,JAWA BARAT,3272,KOTA SUKABUMI,SMA,25,UNIT,2019
364,32,JAWA BARAT,3272,KOTA SUKABUMI,PUSKESMAS,15,UNIT,2019
365,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT,6,UNIT,2019
366,32,JAWA BARAT,3272,KOTA SUKABUMI,HOTEL BINTANG,0,UNIT,2019
367,32,JAWA BARAT,3272,KOTA SUKABUMI,HOTEL NON BINTANG,0,UNIT,2019
368,32,JAWA BARAT,3272,KOTA SUKABUMI,TEMPAT IBADAH,0,UNIT,2019
369,32,JAWA BARAT,3272,KOTA SUKABUMI,PASAR,0,UNIT,2019
370,32,JAWA BARAT,3273,KOTA BANDUNG,SD,414,UNIT,2019
371,32,JAWA BARAT,3273,KOTA BANDUNG,SMP,224,UNIT,2019
372,32,JAWA BARAT,3273,KOTA BANDUNG,SMA,195,UNIT,2019
373,32,JAWA BARAT,3273,KOTA BANDUNG,PUSKESMAS,80,UNIT,2019
374,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT,27,UNIT,2019
375,32,JAWA BARAT,3273,KOTA BANDUNG,HOTEL BINTANG,0,UNIT,2019
376,32,JAWA BARAT,3273,KOTA BANDUNG,HOTEL NON BINTANG,0,UNIT,2019
377,32,JAWA BARAT,3273,KOTA BANDUNG,TEMPAT IBADAH,1979,UNIT,2019
378,32,JAWA BARAT,3273,KOTA BANDUNG,PASAR,12,UNIT,2019
379,32,JAWA BARAT,3274,KOTA CIREBON,SD,169,UNIT,2019
380,32,JAWA BARAT,3274,KOTA CIREBON,SMP,47,UNIT,2019
381,32,JAWA BARAT,3274,KOTA CIREBON,SMA,52,UNIT,2019
382,32,JAWA BARAT,3274,KOTA CIREBON,PUSKESMAS,22,UNIT,2019
383,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT,10,UNIT,2019
384,32,JAWA BARAT,3274,KOTA CIREBON,HOTEL BINTANG,0,UNIT,2019
385,32,JAWA BARAT,3274,KOTA CIREBON,HOTEL NON BINTANG,0,UNIT,2019
386,32,JAWA BARAT,3274,KOTA CIREBON,TEMPAT IBADAH,455,UNIT,2019
387,32,JAWA BARAT,3274,KOTA CIREBON,PASAR,6,UNIT,2019
388,32,JAWA BARAT,3275,KOTA BEKASI,SD,706,UNIT,2019
389,32,JAWA BARAT,3275,KOTA BEKASI,SMP,242,UNIT,2019
390,32,JAWA BARAT,3275,KOTA BEKASI,SMA,239,UNIT,2019
391,32,JAWA BARAT,3275,KOTA BEKASI,PUSKESMAS,42,UNIT,2019
392,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT,33,UNIT,2019
393,32,JAWA BARAT,3275,KOTA BEKASI,HOTEL BINTANG,0,UNIT,2019
394,32,JAWA BARAT,3275,KOTA BEKASI,HOTEL NON BINTANG,0,UNIT,2019
395,32,JAWA BARAT,3275,KOTA BEKASI,TEMPAT IBADAH,1225,UNIT,2019
396,32,JAWA BARAT,3275,KOTA BEKASI,PASAR,15,UNIT,2019
397,32,JAWA BARAT,3276,KOTA DEPOK,SD,486,UNIT,2019
398,32,JAWA BARAT,3276,KOTA DEPOK,SMP,219,UNIT,2019
399,32,JAWA BARAT,3276,KOTA DEPOK,SMA,131,UNIT,2019
400,32,JAWA BARAT,3276,KOTA DEPOK,PUSKESMAS,35,UNIT,2019
401,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT,24,UNIT,2019
402,32,JAWA BARAT,3276,KOTA DEPOK,HOTEL BINTANG,0,UNIT,2019
403,32,JAWA BARAT,3276,KOTA DEPOK,HOTEL NON BINTANG,0,UNIT,2019
404,32,JAWA BARAT,3276,KOTA DEPOK,TEMPAT IBADAH,0,UNIT,2019
405,32,JAWA BARAT,3276,KOTA DEPOK,PASAR,0,UNIT,2019
406,32,JAWA BARAT,3277,KOTA CIMAHI,SD,93,UNIT,2019
407,32,JAWA BARAT,3277,KOTA CIMAHI,SMP,38,UNIT,2019
408,32,JAWA BARAT,3277,KOTA CIMAHI,SMA,34,UNIT,2019
409,32,JAWA BARAT,3277,KOTA CIMAHI,PUSKESMAS,13,UNIT,2019
410,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT,1,UNIT,2019
411,32,JAWA BARAT,3277,KOTA CIMAHI,HOTEL BINTANG,0,UNIT,2019
412,32,JAWA BARAT,3277,KOTA CIMAHI,HOTEL NON BINTANG,0,UNIT,2019
413,32,JAWA BARAT,3277,KOTA CIMAHI,TEMPAT IBADAH,256,UNIT,2019
414,32,JAWA BARAT,3277,KOTA CIMAHI,PASAR,2,UNIT,2019
415,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SD,66,UNIT,2019
416,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMP,24,UNIT,2019
417,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMA,20,UNIT,2019
418,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PUSKESMAS,20,UNIT,2019
419,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT,3,UNIT,2019
420,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HOTEL BINTANG,0,UNIT,2019
421,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HOTEL NON BINTANG,0,UNIT,2019
422,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TEMPAT IBADAH,191,UNIT,2019
423,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PASAR,0,UNIT,2019
424,32,JAWA BARAT,3279,KOTA BANJAR,SD,79,UNIT,2019
425,32,JAWA BARAT,3279,KOTA BANJAR,SMP,23,UNIT,2019
426,32,JAWA BARAT,3279,KOTA BANJAR,SMA,16,UNIT,2019
427,32,JAWA BARAT,3279,KOTA BANJAR,PUSKESMAS,10,UNIT,2019
428,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT,3,UNIT,2019
429,32,JAWA BARAT,3279,KOTA BANJAR,HOTEL BINTANG,0,UNIT,2019
430,32,JAWA BARAT,3279,KOTA BANJAR,HOTEL NON BINTANG,0,UNIT,2019
431,32,JAWA BARAT,3279,KOTA BANJAR,TEMPAT IBADAH,262,UNIT,2019
432,32,JAWA BARAT,3279,KOTA BANJAR,PASAR,3,UNIT,2019
